Date,totaltime,TimeRA,endqualtrics,a1,a2,a3,a4,a5,a6,a7,a8,a9,apercent,v1,v2,v3,v4,v5,v6,v7,v8,v9,vpercent,museumbefore,italybefore,knowledge,labID,gender,age,photoSR,photonumb,attncheck,Day,Day2,condition,Issue?,issuedrop,photo1,photo2,photo3,photo4,photo5,photo6,photo7,photo8,photo9,other,total,PhotoTotal,NPTotal,PhotoCorrect,NPCorrect,PhotoComp,NPComp,photossent,,,
10-Feb,18.65,3:58:00 PM,4:16:39 PM,0,0,1,1,1,1,1,1,1,77.77777778,0,1,0,1,0,1,1,1,1,66.66666667,2,2,1,44302,1,21,1,7,1,Wednesday 2/10,2,photo,0,0,1,0,0,0,0,0,0,0,0,7,11,1,8,0,87.5,0,87.5,1,,,
12-Feb,20.00,10:24:00 AM,10:44:00 AM,0,0,0,1,1,1,1,0,1,55.55555556,1,1,0,1,0,0,0,1,1,55.55555556,1,2,1,44303,1,19,0,.,1,Friday 2/12,4,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
11-Feb,22.27,4:25:00 PM,4:47:16 PM,1,1,1,1,1,1,1,1,1,100,1,1,0,1,1,1,0,1,1,77.77777778,2,2,1,44311,2,18,0,.,1,Thursday 2/11,3,nophoto,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,,,,
17-Feb,18.92,1:23:00 PM,1:41:55 PM,1,0,0,0,1,1,0,1,1,55.55555556,1,1,1,0,0,0,0,0,1,44.44444444,2,2,1,44321,2,19,1,8,1,Wednesday 2/17,6,photo,0,0,0,0,1,0,0,0,0,0,0,5,6,1,8,100,62.5,100,62.5,1,,,
16-Feb,19.92,2:25:00 PM,2:44:55 PM,1,1,1,1,1,1,1,1,1,100,1,1,1,0,0,1,1,1,0,66.66666667,2,1,3,44323,1,20,1,8,1,Tuesday 2/16,5,photo,0,0,,,,,,,,,,,,,,,,66.66666667,66.66666667,0,,,
17-Feb,25.23,2:47:00 PM,3:12:14 PM,1,1,1,0,1,1,0,1,1,77.77777778,1,1,1,1,1,0,0,1,1,77.77777778,2,1,1,44325,1,22,0,.,1,Wednesday 2/17,6,nophoto,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,,,,
17-Feb,21.67,1:57:00 PM,2:18:40 PM,1,0,0,1,0,1,1,1,1,66.66666667,0,1,0,1,1,0,0,1,1,55.55555556,1,1,1,44331,1,21,1,7,1,Wednesday 2/17,6,photo,0,0,1,1,0,0,0,0,0,0,1,4,7,3,6,66.66666667,66.66666667,66.66666667,66.66666667,1,,,
16-Feb,17.58,11:00:00 AM,11:17:35 AM,0,1,1,0,1,1,0,1,1,66.66666667,1,1,1,1,1,0,1,1,1,88.88888889,2,2,1,44333,2,18,0,.,1,Tuesday 2/16,5,nophoto,0,0,,,,,,,,,,,,,,,,88.88888889,88.88888889,,,,
16-Feb,21.43,11:03:00 AM,11:24:26 AM,1,1,1,1,1,1,1,1,0,88.88888889,1,1,0,1,1,0,0,1,1,66.66666667,2,1,5,44351,2,18,0,.,1,Tuesday 2/16,5,nophoto,0,0,,,,,,,,,,,,,,,,66.66666667,66.66666667,,,,
16-Feb,20.73,4:26:00 PM,4:46:44 PM,1,1,0,1,1,1,1,0,1,77.77777778,1,1,0,0,0,1,0,1,1,55.55555556,2,2,3,44352,1,18,1,2,1,Tuesday 2/16,5,photo,0,0,0,0,0,0,0,1,0,0,0,4,5,1,8,100,75,100,75,1,,,
17-Feb,20.12,1:02:00 PM,1:22:07 PM,1,1,1,1,0,1,0,0,1,66.66666667,1,0,0,0,1,1,1,1,0,55.55555556,2,2,1,44354,2,19,1,4,1,Wednesday 2/17,6,photo,0,0,1,0,0,1,0,0,0,0,0,5,7,2,7,50,57.14285714,50,57.14285714,1,,,
17-Feb,23.70,1:04:00 PM,1:27:42 PM,1,1,0,0,1,1,0,1,1,66.66666667,1,1,0,1,1,0,1,1,0,66.66666667,2,2,1,44357,2,18,1,10,1,Wednesday 2/17,6,photo,0,0,1,1,1,0,0,0,0,0,0,5,9,3,6,66.66666667,66.66666667,66.66666667,66.66666667,1,,,
17-Feb,20.45,1:39:00 PM,1:59:27 PM,1,0,0,0,1,0,1,1,1,55.55555556,1,1,1,1,0,1,1,1,0,77.77777778,2,2,1,44370,2,19,1,7,1,Wednesday 2/17,6,photo,0,0,1,0,0,0,0,0,0,0,0,5,6,1,8,100,50,100,50,1,,,
17-Feb,18.35,12:19:00 PM,12:37:21 PM,1,1,1,1,1,1,1,1,1,100,0,0,1,0,1,1,1,0,1,55.55555556,2,2,2,44375,1,19,0,.,1,Wednesday 2/17,6,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
17-Feb,22.15,11:22:00 AM,11:44:09 AM,1,1,0,0,0,1,0,1,1,55.55555556,1,1,1,0,0,1,1,1,1,77.77777778,2,2,1,44376,1,18,1,5,1,Wednesday 2/17,6,photo,0,0,0,1,0,0,0,1,0,0,0,3,5,2,7,100,42.85714286,100,42.85714286,1,,,
16-Feb,19.43,11:19:00 AM,11:38:26 AM,1,1,1,0,1,1,1,1,1,88.88888889,1,1,0,0,0,0,1,1,1,55.55555556,2,1,1,44377,1,19,0,.,1,Tuesday 2/16,5,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
17-Feb,18.67,12:38:00 PM,12:56:40 PM,1,1,1,1,1,0,0,0,0,55.55555556,1,0,1,0,0,1,1,1,1,66.66666667,2,2,2,44382,1,21,0,.,1,Wednesday 2/17,6,nophoto,0,0,,,,,,,,,,,,,,,,66.66666667,66.66666667,,,,
17-Feb,20.35,12:05:00 PM,12:25:21 PM,1,1,1,1,0,1,0,1,1,77.77777778,1,1,0,1,1,1,0,1,1,77.77777778,2,2,1,44386,1,19,0,.,1,Wednesday 2/17,6,nophoto,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,,,,
17-Feb,14.90,3:07:00 PM,3:21:54 PM,1,1,1,1,1,1,1,1,1,100,1,1,0,0,0,1,1,1,0,55.55555556,2,1,3,44393,2,18,1,7,0,Wednesday 2/17,6,photo,0,0,1,1,1,1,0,0,0,0,0,4,9,4,5,50,100,50,100,1,,,
17-Feb,20.52,12:00:00 PM,12:20:31 PM,1,1,1,0,1,1,1,1,0,77.77777778,1,1,1,1,0,0,0,1,0,55.55555556,2,2,4,44394,1,20,0,.,1,Wednesday 2/17,6,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
9-Feb,17.72,11:38:00 AM,11:55:43 AM,1,1,1,1,1,1,1,1,1,100,1,1,0,1,0,0,0,1,1,55.55555556,2,1,1,45303,2,20,0,.,1,Tuesday 2/9,1,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
9-Feb,18.95,1:20:00 PM,1:38:57 PM,1,0,1,1,1,1,1,1,0,77.77777778,0,1,0,1,0,1,0,0,0,33.33333333,2,2,1,78655,1,22,0,.,1,Tuesday 2/9,1,nophoto,0,0,,,,,,,,,,,,,,,,33.33333333,33.33333333,,,,
12-Feb,19.77,3:00:00 PM,3:19:46 PM,1,1,1,0,1,1,1,1,1,88.88888889,0,1,0,1,1,0,1,1,0,55.55555556,2,1,3,433933,2,19,0,.,1,Friday 2/12,4,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
16-Feb,24.60,3:01:00 PM,3:25:36 PM,1,1,0,0,0,1,0,1,1,55.55555556,1,1,0,0,0,1,1,1,0,55.55555556,2,1,1,23955073,1,21,1,9,1,Tuesday 2/16,5,photo,entered Penn ID when taking survey,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,0,,,
