"Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q28","Q29","Q30","Q31","Q32","affiliative","selfenhancing","agressive","selfdefeating","age","gender","accuracy"
2,3,3,3,3,5,3,2,2,2,2,1,5,3,1,5,1,4,3,1,5,3,1,1,1,3,3,3,2,5,1,3,4.4,3.5,2.1,2.4,37,1,75
2,3,4,3,4,4,2,2,2,3,4,3,4,4,3,4,4,2,4,2,3,3,3,2,2,3,2,4,2,3,1,2,3.6,3.1,2.9,2.8,29,1,90
1,1,4,5,5,5,2,5,4,4,1,4,5,3,3,1,1,2,5,4,5,5,1,5,1,4,1,1,1,4,4,4,4.6,3.5,2.6,3.6,22,1,60
2,4,3,3,4,5,5,3,4,3,1,3,5,5,4,2,2,4,1,2,5,3,2,3,2,5,1,5,1,2,4,3,4.1,3.9,2.6,3,27,2,90
3,4,3,3,3,4,3,4,2,3,3,4,5,5,3,3,2,3,4,3,5,4,3,3,2,4,3,4,2,4,4,4,4,3.9,3.3,3.5,32,2,85
2,3,2,2,4,3,5,2,2,2,1,3,4,3,5,3,2,2,2,2,5,4,3,2,2,4,2,3,2,4,4,2,4.1,3.1,3,2.4,21,2,90
1,3,2,4,5,3,4,2,4,3,1,4,5,4,5,3,1,-1,2,2,5,2,4,2,1,5,1,3,1,3,4,2,4.6,2.9,2.9,2.8,44,2,95
1,3,5,1,3,4,2,2,3,4,4,3,5,1,1,2,2,1,4,1,4,1,1,2,1,3,5,3,2,5,1,3,4.1,2.8,2.9,2.1,21,2,85
2,3,4,4,3,3,3,4,2,3,2,5,4,3,5,2,3,3,3,3,4,2,2,3,2,2,2,4,4,4,3,4,3.5,2.9,3,3.6,26,1,76
5,3,3,4,2,3,5,3,4,1,3,2,3,1,5,4,3,1,2,1,3,3,5,5,4,1,1,1,5,3,3,5,2.1,2,3.4,3.1,20,2,80
3,2,2,4,4,4,4,3,2,3,1,3,4,3,5,2,4,2,1,2,3,3,4,5,2,2,2,2,3,4,4,3,3.4,2.9,2.9,3,21,2,80
2,1,4,4,2,3,4,4,2,1,3,4,5,2,5,2,2,1,4,4,5,5,5,1,1,2,1,1,1,2,4,3,4.3,2.1,3.8,2.9,30,1,95
1,3,5,4,4,5,3,2,4,2,3,4,5,3,1,3,1,1,5,2,5,5,1,1,1,3,1,3,2,5,1,3,4.4,3.4,2.5,2.8,26,1,90
1,4,4,3,5,4,5,2,1,3,2,2,5,4,5,2,1,4,2,2,5,1,3,4,1,4,1,4,1,5,1,3,5,3.6,2.9,2.8,36,2,98
2,4,3,1,4,4,5,3,2,3,3,3,5,2,3,4,-1,3,3,1,5,1,1,2,2,4,2,3,2,4,3,3,4.5,3.1,2.9,2.5,27,1,75
1,5,3,2,4,5,3,1,3,5,1,4,4,5,5,4,1,5,5,1,4,4,2,3,1,5,1,4,5,5,4,1,3.9,4.9,3,2.5,32,2,99
1,4,4,3,5,4,3,4,4,4,4,5,5,3,3,2,-1,2,5,4,5,3,3,3,1,3,3,3,1,3,2,4,4.8,3.3,3.4,3.5,17,2,90
2,3,2,2,4,5,2,3,1,3,2,3,5,4,3,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4.4,2.3,1.1,1.8,69,2,95
2,5,5,4,4,5,1,2,2,5,5,1,5,4,1,2,1,5,5,2,4,3,3,2,1,5,5,5,2,5,1,4,4.4,4.6,3.3,2.8,20,1,98
2,3,3,4,5,5,2,4,2,4,2,4,4,3,2,2,1,4,4,3,5,3,2,2,2,4,3,3,2,2,4,4,4.4,3.5,2.8,3.3,21,2,79
1,4,5,2,3,5,1,2,1,3,5,5,5,5,1,2,1,4,3,4,5,3,2,1,1,2,4,3,4,5,-1,3,4.4,3.9,2.6,2.8,14,1,76
2,2,4,2,3,4,1,2,5,4,3,2,5,2,1,2,3,3,4,2,4,1,3,2,5,2,3,4,3,4,1,2,3,2.8,2.5,2.3,15,2,85
2,4,2,1,4,2,3,1,1,4,2,1,5,3,3,5,1,2,2,1,5,4,4,1,1,4,3,4,2,4,3,1,4.6,3.4,2.8,1.9,16,1,80
1,5,5,3,5,5,3,5,1,5,5,2,5,5,1,1,1,5,5,5,5,1,5,3,1,5,5,5,1,5,1,5,5,4.5,3.8,3.6,18,2,100
2,4,2,3,3,3,4,3,2,2,2,4,4,3,4,2,2,2,2,2,3,2,2,3,2,4,2,4,4,4,4,3,3.5,3,2.8,3,46,2,90
3,2,4,4,3,4,3,5,2,2,3,4,4,2,4,2,2,2,4,4,4,4,3,4,2,2,3,4,3,2,3,4,3.6,2.5,3.4,3.9,20,2,90
1,3,4,5,3,5,3,5,4,3,3,4,5,5,3,1,1,3,5,1,4,1,4,5,1,3,1,5,3,5,1,5,4,3.5,3,3.9,17,1,95
1,2,2,1,4,3,3,2,2,2,3,3,4,1,2,3,1,2,1,1,5,4,2,2,1,1,4,2,2,3,2,2,4.5,2.3,2.4,2,26,1,95
2,5,4,2,4,5,3,1,2,2,1,4,5,5,4,3,2,2,2,1,5,2,3,2,1,4,3,5,2,4,4,3,4.4,3.6,3,2.6,20,2,85
1,3,4,3,4,3,3,3,2,2,2,3,5,4,2,2,1,3,3,2,5,2,1,3,1,3,2,4,1,2,2,4,4.8,2.8,2.4,3,25,1,85
3,4,3,3,3,3,5,4,3,2,2,1,3,2,5,3,3,2,2,3,4,4,2,2,3,4,4,3,3,3,4,3,3.1,3,3.4,2.8,20,1,80
1,4,2,2,3,5,3,2,3,2,4,2,3,2,3,4,2,1,3,1,3,2,1,1,3,2,1,4,3,3,2,2,3.4,2.6,2.4,2.3,28,1,85
1,2,3,4,5,4,3,3,3,2,5,5,4,4,3,3,3,4,5,1,2,3,2,2,2,3,3,2,5,2,4,4,3.4,3,3.5,3,26,1,80
2,4,2,2,4,5,4,2,2,5,2,3,5,4,4,3,2,4,3,2,4,3,4,1,1,4,1,2,2,4,4,2,4.3,4.1,3,2.1,45,2,95
2,4,3,2,4,4,4,2,3,3,2,3,4,4,4,4,2,4,4,1,5,2,2,2,1,3,4,2,2,4,3,1,4.1,3.5,3.3,2.1,39,2,100
4,3,5,3,5,4,2,2,2,2,3,1,5,4,4,4,1,2,2,3,5,2,2,1,1,1,4,4,3,3,2,1,4.3,2.6,3,2.4,18,1,87
4,4,4,3,4,4,3,1,5,2,3,1,5,4,2,3,4,3,2,1,4,5,2,4,2,3,4,3,3,4,1,1,3.1,3.6,2.6,2.1,19,1,99
1,3,3,3,4,4,4,4,2,3,1,2,4,4,4,2,2,3,2,2,4,3,4,4,2,4,1,4,3,4,3,3,4,3.5,2.8,3,20,2,95
4,5,2,3,4,4,4,1,2,3,1,3,5,4,5,4,4,3,3,1,4,2,3,4,1,4,1,3,2,4,3,2,3.8,3.6,2.8,2.6,42,2,98
3,2,1,4,4,5,5,4,4,1,1,5,4,1,5,3,2,1,1,4,4,4,5,3,2,2,1,4,1,4,5,4,3.8,2.5,3,3.9,26,2,90
2,5,3,4,4,5,4,2,3,2,2,3,5,4,5,4,2,5,5,1,5,4,5,3,2,4,2,4,2,5,5,3,4.1,4.3,3.9,3,17,1,95
3,2,2,5,4,3,4,2,4,1,4,5,2,1,4,1,3,2,2,3,4,5,3,5,3,1,2,5,3,5,4,5,3,2.5,3.1,3.9,27,2,95
1,3,3,3,3,3,4,1,4,3,2,3,4,3,2,3,-1,3,3,3,5,3,3,1,2,3,4,4,2,3,3,3,4.1,3,3,2.6,18,1,75
1,2,5,3,5,4,2,1,4,1,4,2,5,1,2,5,2,1,5,1,5,5,1,4,1,2,4,1,5,3,1,1,4,2.4,3,2.3,14,1,90
2,2,2,2,5,5,4,5,3,5,3,4,5,4,5,3,2,2,2,3,5,5,-1,3,2,5,1,3,2,4,2,3,4.3,4,2.4,3.3,61,2,85
1,5,5,4,3,5,3,3,3,4,2,4,5,4,1,2,1,5,5,-1,3,2,1,2,1,4,5,5,4,5,1,4,3.9,4.3,2.9,3,16,1,100
2,4,3,2,4,5,1,1,2,3,4,3,5,3,2,4,1,1,5,2,5,3,1,1,1,4,2,4,2,2,1,1,4.5,3.1,2.4,2.3,28,1,90
1,3,4,4,4,4,2,3,1,4,4,4,5,3,2,2,1,2,3,3,4,2,2,2,1,4,4,4,1,4,2,2,4.8,3.3,2.9,3,23,1,80
2,4,3,1,3,2,2,1,3,3,4,4,5,1,3,2,2,2,4,3,3,3,2,5,2,1,2,5,2,3,2,2,3.8,2.4,2.8,2.9,19,2,90
3,4,5,4,5,5,2,5,2,3,4,4,5,4,2,5,3,2,2,4,3,1,3,2,2,4,2,4,2,5,4,3,3.9,3.5,3,3.9,19,1,85
2,2,4,1,4,5,3,-1,1,1,2,5,2,1,2,2,1,1,4,3,5,4,2,2,2,5,1,1,2,5,3,3,4.1,3,2.6,2.1,20,2,90
3,2,4,2,3,3,2,1,2,2,3,2,5,2,2,1,3,2,4,1,3,5,2,1,1,4,3,5,2,-1,-1,2,3.8,2.5,2.5,1.9,31,1,96
1,2,3,2,4,3,4,2,2,3,2,3,4,4,5,4,2,4,3,1,5,3,4,2,2,5,3,3,2,4,3,1,4.3,3.5,3.4,2.3,29,1,75
3,2,3,3,3,3,4,2,3,3,2,2,3,1,5,4,3,2,2,2,4,5,4,2,2,3,2,1,3,4,4,2,3.3,2.9,3.3,2.3,18,1,89
2,3,2,3,4,4,3,2,2,2,4,1,5,3,2,5,2,2,4,1,5,4,2,3,1,3,2,5,2,4,2,4,4.4,3.1,2.6,3,16,2,100
1,5,2,4,4,4,4,5,1,3,4,4,4,5,5,2,2,2,2,3,4,2,4,4,1,3,1,1,2,1,4,2,4.4,3.1,3.3,3.1,19,1,100
2,3,2,2,3,5,3,1,1,3,3,1,3,3,5,5,1,1,4,1,5,1,2,1,1,5,1,1,2,4,1,1,4.3,3.1,2.6,1.6,25,2,90
1,4,3,3,4,4,3,1,3,3,2,2,5,4,3,4,1,3,1,1,4,2,3,1,1,4,3,3,1,4,2,1,4.5,3.5,2.5,2,31,1,90
2,4,3,3,5,4,2,4,1,4,2,4,5,5,2,3,1,4,4,2,5,2,4,2,1,5,2,5,1,4,3,2,4.9,4,2.8,3.1,16,2,60
2,4,2,4,3,4,5,4,2,3,4,4,3,3,5,3,5,2,3,4,4,4,2,2,2,3,2,4,3,4,2,4,3.3,3.4,3.1,3.6,28,1,80
2,4,3,4,5,2,4,2,4,3,3,1,5,4,5,5,1,3,3,1,5,3,4,2,1,3,3,3,2,4,5,1,4.4,3.3,3.8,2.4,16,1,89
2,2,3,4,2,1,4,2,5,1,3,2,3,1,1,3,2,1,1,2,4,5,2,3,2,1,1,1,4,3,2,1,3,1.9,2.1,2.3,27,2,90
4,3,2,2,4,5,4,4,3,3,2,1,5,3,3,2,3,4,4,2,5,2,1,2,1,5,1,2,3,5,1,5,3.8,3.8,2.3,2.5,35,2,100
2,2,3,2,3,5,1,4,2,2,1,4,5,5,2,1,1,2,4,4,5,3,2,2,1,3,2,3,4,5,4,3,4.1,3.4,2.4,2.9,22,2,96
1,4,4,5,5,5,3,4,2,4,2,4,5,5,4,1,1,4,3,4,5,2,3,4,1,5,4,5,2,5,3,4,4.8,4.3,3.3,3.9,29,2,100
2,4,4,2,4,4,3,1,5,2,2,2,5,3,4,4,1,3,2,1,5,3,3,1,2,3,1,2,3,4,3,2,3.9,3.3,2.8,1.9,14,2,90
1,4,1,4,4,4,5,4,2,4,4,4,4,4,5,2,1,3,4,1,5,3,1,3,2,4,1,3,2,4,3,3,4.4,3.8,3,3,62,1,95
4,3,1,5,3,4,4,-1,2,2,2,4,4,2,4,2,4,2,2,3,4,4,4,4,3,3,2,4,3,2,4,4,3.1,2.8,2.9,3.3,17,2,90
3,3,3,4,4,4,2,3,2,2,4,4,4,2,3,2,2,2,3,3,3,3,2,4,2,3,4,4,2,3,2,3,3.8,2.8,2.9,3.4,16,2,60
3,5,1,2,4,5,1,1,1,5,5,1,5,3,5,5,3,5,5,1,5,4,5,5,2,5,1,5,2,5,1,1,4.1,4.6,3,2.6,17,1,100
1,2,3,2,5,5,4,1,1,5,4,3,5,5,5,4,1,5,4,1,5,2,2,1,1,5,1,5,1,5,4,2,5,4.3,3.4,2.4,17,2,99
1,3,2,3,5,4,5,3,1,2,1,4,5,2,5,3,1,3,4,2,5,4,4,3,1,3,1,1,1,4,2,4,5,3.1,3,2.9,41,1,95
2,4,2,4,4,5,3,3,2,3,2,4,4,4,3,3,2,2,2,3,4,3,2,3,2,4,2,4,3,4,4,3,3.9,3.6,2.5,3.4,15,2,85
3,4,3,3,2,5,4,3,1,5,1,3,5,4,5,4,5,4,2,1,3,3,3,2,2,5,1,3,5,4,3,3,3,4.3,2.8,2.8,34,2,90
1,3,1,1,4,5,3,2,4,4,2,1,5,3,5,4,2,3,4,1,5,1,5,5,1,4,1,4,2,5,3,1,4.3,3.5,3,2.4,24,3,95
3,4,3,2,3,4,4,3,2,4,2,4,3,3,4,4,4,3,3,2,5,3,4,3,4,4,2,4,3,4,4,2,3.1,3.6,3.3,3,34,2,85
2,3,3,2,4,3,4,3,3,3,3,3,4,3,4,2,2,3,3,2,4,3,4,2,2,4,2,4,3,4,4,3,3.8,3.3,3.4,2.6,59,1,90
4,4,3,4,4,5,4,5,2,5,2,5,4,1,1,1,2,3,1,5,4,3,2,4,2,3,2,4,2,4,5,4,3.8,3.5,2.5,4,20,1,95
2,4,4,4,3,4,3,3,2,2,3,3,4,4,2,2,2,3,4,3,3,3,2,3,2,4,4,3,2,4,3,4,3.8,3.5,3.1,3.1,16,1,95
1,3,2,1,4,5,3,4,2,3,1,1,5,4,3,4,1,2,4,3,5,2,5,2,1,4,1,4,2,5,3,2,4.6,3.5,2.8,2.6,30,1,100
4,2,4,3,3,5,3,2,3,3,2,2,5,3,4,2,1,2,2,2,5,4,3,1,1,3,1,4,3,2,4,2,3.9,3,2.9,2.3,16,1,80
2,3,2,3,2,4,4,2,5,3,3,2,4,4,4,3,4,3,3,2,4,3,2,2,2,4,3,4,3,4,2,3,3,3.5,2.9,2.6,27,2,75
2,3,3,3,4,4,3,2,2,2,3,3,5,3,3,3,2,2,2,2,4,2,2,3,1,4,4,4,2,4,3,4,4.3,3,2.9,3,21,1,75
2,2,4,2,3,4,4,1,2,3,2,1,5,4,3,3,2,3,2,1,5,2,3,2,1,4,3,1,4,5,4,2,4,3.4,3.1,1.6,17,1,95
3,2,3,5,2,3,2,2,2,3,3,3,3,2,5,4,2,3,4,2,5,4,4,4,3,2,2,3,3,3,3,2,3.4,2.8,3.3,3.1,33,1,75
2,4,3,3,3,4,4,3,2,2,4,3,5,4,2,4,2,2,4,2,5,3,4,3,1,3,1,4,2,4,4,4,4.3,3.3,3.3,3.3,18,1,95
1,5,4,2,5,5,3,2,2,4,2,5,5,3,1,4,1,2,5,1,5,4,3,3,1,5,5,5,1,5,2,3,4.9,4.1,3.1,3.1,29,1,95
1,3,4,3,2,2,3,1,3,2,2,4,4,3,1,4,2,2,3,1,5,4,1,3,2,3,1,2,3,3,1,4,3.8,2.8,2,2.8,18,1,90
2,3,4,4,3,3,4,4,2,2,4,2,5,2,5,3,1,3,2,4,3,3,2,2,2,3,3,2,2,2,4,3,4,2.6,3.5,3,20,2,70
2,3,4,3,4,4,3,2,3,1,3,4,1,4,1,4,3,1,4,1,5,5,1,1,1,3,1,2,2,3,2,1,3.6,3,2.4,2.3,38,1,90
1,3,1,3,5,5,5,1,2,3,5,3,5,4,5,4,1,3,3,1,4,3,5,1,5,4,3,3,5,5,5,1,3.8,3.8,4,2.1,66,2,95
2,3,4,4,4,5,4,5,3,4,3,5,4,3,3,2,2,2,3,4,5,3,4,2,2,3,2,4,3,4,3,3,3.9,3.4,3.3,3.6,55,2,90
3,2,4,4,2,4,5,2,2,2,1,4,3,2,5,2,4,1,2,2,1,1,5,2,2,4,1,1,1,5,1,3,3,2.6,3,2.5,35,2,75
1,4,4,4,3,4,3,4,1,4,3,5,5,3,3,2,1,3,3,3,5,2,2,4,1,4,2,3,1,4,1,5,4.8,3.5,2.6,3.8,18,2,90
1,5,5,3,5,5,4,3,1,5,5,4,5,5,2,5,1,5,5,1,5,2,2,3,1,5,5,2,1,5,2,5,5,4.6,3.8,3.3,16,2,100
2,2,4,5,4,5,3,5,3,3,4,5,4,3,3,1,1,2,4,4,5,2,4,4,1,2,2,5,2,4,1,5,4.3,2.9,3.1,4.3,21,1,85
2,4,2,2,4,5,5,2,2,4,1,5,5,5,5,4,1,4,5,1,5,4,3,3,1,5,1,4,1,5,3,2,4.6,4.5,3.1,2.9,25,2,100
2,4,4,4,4,3,2,4,2,2,4,2,4,2,4,4,3,2,3,3,5,4,2,3,2,3,2,4,2,2,3,4,4,2.8,3,3.5,22,1,80
4,2,4,4,4,4,2,4,4,4,4,4,4,4,2,2,2,3,5,5,5,2,2,4,2,4,4,2,2,4,3,4,3.6,3.4,3.3,3.6,27,1,100
4,2,3,4,1,3,2,3,4,2,3,3,4,2,1,3,5,3,5,3,2,2,2,3,2,3,4,2,5,5,2,2,2.1,2.8,2.8,2.9,16,1,90
1,3,3,2,3,5,3,4,2,4,1,4,5,5,4,3,2,3,4,2,5,4,3,2,1,4,2,4,2,5,2,5,4.4,4.1,2.8,3.3,18,1,87
2,5,2,4,4,5,3,3,2,5,2,4,5,3,3,2,1,4,4,3,5,3,4,3,1,5,2,5,2,4,4,3,4.5,4.3,3,3.4,18,1,85
3,2,2,2,3,3,4,2,2,1,2,2,4,2,5,4,4,1,1,1,4,5,4,2,2,3,4,1,2,2,4,4,3.5,2.4,3.3,2.3,33,2,80
3,1,2,3,5,4,3,1,2,1,4,2,5,1,4,5,3,2,5,1,5,5,1,2,1,2,2,1,2,5,3,2,4.3,2.6,3,2.1,21,1,82
3,2,2,4,3,5,4,2,4,2,3,3,5,3,5,2,3,3,2,2,5,4,4,5,2,3,1,3,5,5,4,2,3.3,3.4,3.1,2.9,19,1,99
2,2,2,1,4,3,3,2,5,2,2,2,4,2,4,5,3,2,2,1,3,3,4,2,2,2,2,2,2,2,3,1,3.4,2.3,2.8,2,24,2,85
2,3,2,4,2,2,3,2,3,2,3,3,5,3,3,4,-1,2,3,1,5,5,4,2,1,2,2,3,2,4,2,2,4.3,2.9,2.8,2.6,42,2,90
2,5,1,1,4,4,2,3,2,4,4,4,5,4,4,3,1,3,4,3,4,2,3,3,2,5,1,2,2,5,2,2,4.3,4,2.6,2.6,52,2,80
2,5,2,2,3,5,4,1,1,4,3,3,5,4,5,4,1,4,4,1,5,3,4,1,1,5,2,2,3,4,2,1,4.4,4.3,3.3,1.9,20,1,95
1,1,2,3,5,3,5,2,1,2,2,3,5,2,2,2,1,2,3,2,5,5,4,3,1,3,2,3,2,3,3,3,4.9,2.6,2.9,2.6,22,2,90
2,3,4,3,3,5,3,3,3,2,3,4,5,2,3,3,2,2,4,3,5,2,3,4,1,3,2,1,2,5,2,4,4.1,3,3,3.1,24,1,70
2,2,3,1,3,2,3,2,4,3,2,2,5,2,2,2,2,3,4,3,5,3,4,3,2,3,3,2,2,4,3,2,3.9,2.8,3,2.1,17,1,75
1,4,4,1,5,5,5,1,1,4,1,2,5,5,5,5,1,4,5,1,5,3,2,1,1,5,1,1,1,5,5,1,5,4.4,3.5,1.6,33,1,100
1,5,5,5,4,4,2,4,1,3,5,4,5,5,1,2,1,3,5,4,5,1,1,3,1,5,5,5,1,4,1,4,4.9,3.8,3.1,3.9,17,1,89
2,3,4,4,3,5,2,4,5,3,3,5,5,5,3,2,3,1,5,3,4,5,2,4,1,3,4,5,3,5,3,4,3.5,3.8,3.3,3.9,19,2,80
2,4,1,1,3,5,4,1,2,4,2,2,4,3,5,3,2,4,3,1,4,3,3,2,2,4,1,3,2,5,4,2,3.9,4,2.9,1.9,28,2,90
1,5,3,3,5,5,4,2,1,2,1,1,5,5,4,2,1,1,1,1,5,2,5,3,1,3,1,1,1,5,5,5,5,3.5,3,2.3,22,1,100
2,2,1,2,4,5,2,1,2,4,4,4,4,3,4,4,3,4,4,2,4,3,5,3,3,5,2,2,3,5,2,3,3.6,3.9,3,2.6,20,2,100
2,2,4,4,3,5,4,3,3,2,3,2,5,4,4,3,2,1,2,2,5,2,3,2,2,4,3,3,2,5,2,3,4,3.1,3.1,2.8,47,1,100
2,4,4,2,3,4,4,2,5,3,2,4,4,4,4,4,2,3,3,2,5,2,3,3,1,5,1,4,3,4,3,4,3.6,3.6,3,3.1,20,2,90
4,4,2,4,3,2,3,2,3,4,4,3,5,2,3,3,3,3,3,2,3,3,2,2,2,-1,2,4,1,4,3,2,3.5,2.8,2.8,2.8,15,1,75
4,3,3,3,1,2,2,1,5,1,3,2,4,2,1,4,4,5,1,1,3,5,3,2,1,1,1,1,5,3,2,3,2.4,2.8,2,2.1,26,1,77
1,3,5,2,3,5,1,3,1,3,5,3,5,2,1,3,1,2,4,2,5,4,1,2,1,3,4,4,1,5,1,1,4.8,3.4,2.8,2.5,26,1,100
1,3,4,3,4,4,5,2,2,3,2,4,5,4,4,3,1,4,2,2,5,2,2,1,1,4,1,3,4,5,4,3,4.4,3.6,3,2.6,14,2,85
1,1,4,3,3,3,3,3,2,1,4,4,5,2,1,5,1,3,4,2,5,4,1,2,1,4,4,3,2,3,1,4,4.5,2.6,2.8,3.3,25,1,90
1,3,3,4,5,5,4,2,2,4,5,2,5,5,5,4,1,3,4,1,5,4,3,3,1,5,4,4,2,5,1,3,4.8,4.3,3.6,2.9,21,2,90
3,3,1,4,3,3,5,1,3,1,1,1,4,3,5,5,1,3,3,1,5,4,1,2,1,3,3,2,1,1,1,1,4.1,2.6,2.5,2.1,18,2,100
2,3,2,3,2,4,5,3,4,3,1,2,4,3,3,3,4,3,2,2,4,2,4,-1,2,4,4,2,4,2,4,3,3,3,3.1,2.3,35,1,67
3,3,5,5,5,5,1,2,2,3,5,4,5,4,2,3,2,2,4,2,5,1,3,2,1,5,4,5,1,5,1,4,4.5,3.5,3.1,3.4,23,1,90
1,3,2,5,4,4,3,5,4,2,1,4,5,1,5,3,1,4,5,3,5,4,3,2,1,3,4,5,3,5,4,3,4.3,3.3,3.4,3.8,18,2,99
2,5,1,1,4,4,4,1,2,5,5,2,5,5,2,5,1,3,4,1,5,1,1,1,2,5,2,4,1,4,1,1,4.5,4,2.5,2,24,2,90
2,4,3,4,5,5,3,4,2,4,3,4,5,5,3,2,1,4,4,3,5,2,2,3,1,5,3,4,2,4,2,4,4.6,4.1,2.9,3.5,23,1,95
5,4,5,2,4,4,3,2,3,2,3,1,5,3,5,2,1,3,4,1,5,2,3,2,1,3,1,2,1,5,2,1,4.1,3.3,3.3,1.6,35,1,100
2,5,4,5,3,5,3,4,2,5,2,4,5,5,1,2,1,5,2,2,5,1,1,5,1,5,1,5,5,5,5,5,4,4.5,2.4,4,21,1,80
1,4,4,4,4,5,3,2,4,4,4,4,5,5,4,3,2,3,2,2,4,2,4,3,2,4,2,4,3,4,5,5,3.9,3.9,3.5,3.4,20,1,70
1,4,4,4,4,5,4,4,3,5,4,4,5,5,3,1,1,5,4,3,5,3,1,3,1,4,4,3,3,5,2,4,4.4,4.5,3.3,3.3,18,2,98
3,4,4,1,3,2,2,2,3,2,4,2,4,3,2,4,3,2,4,1,4,2,4,4,3,3,2,4,2,3,2,1,3.4,2.6,3,2.4,19,1,75
4,4,3,3,3,3,4,3,4,4,2,4,3,2,3,4,3,4,2,2,4,3,3,4,3,4,2,4,4,5,3,3,2.8,3.6,2.8,3.4,24,1,80
1,4,4,3,4,5,3,3,1,2,3,3,5,4,2,2,1,2,3,2,5,2,2,3,1,3,4,3,1,5,2,3,4.9,3.4,2.9,2.8,41,1,80
2,4,5,4,3,5,1,5,2,2,5,1,5,5,5,4,1,3,4,5,4,2,5,3,1,3,1,3,5,4,2,3,3.9,3.5,3.5,3.5,17,1,78
2,4,5,2,5,4,1,3,2,4,4,4,5,4,1,2,2,4,5,3,5,2,2,2,1,5,4,5,2,4,1,4,4.5,3.9,2.9,3.1,19,1,90
1,5,4,1,1,5,4,1,1,5,2,2,5,5,2,2,1,5,5,1,5,2,2,1,1,5,4,2,1,5,2,2,4.5,4.6,3.1,1.5,27,0,90
1,5,4,3,4,5,4,4,2,1,2,4,5,2,4,2,2,2,5,2,5,2,3,2,1,2,4,4,2,4,2,4,4.5,2.9,3.5,3.1,14,2,75
2,4,4,2,3,4,3,2,2,4,2,2,4,4,3,3,1,3,3,1,4,4,3,2,1,5,3,2,4,5,4,2,3.9,4.1,3.1,2,20,1,85
1,4,4,1,5,5,4,2,1,4,2,1,5,5,5,4,1,3,4,1,5,4,5,3,1,5,1,3,1,5,4,2,5,4.4,3.6,2.1,48,2,97
5,5,5,1,1,5,5,1,1,1,1,1,5,1,5,5,5,1,1,1,1,5,1,1,1,1,1,1,5,5,1,1,2.5,3,2.5,1.5,17,2,100
2,3,3,4,5,3,4,2,2,2,1,4,5,3,3,4,1,2,1,3,5,1,3,4,1,2,2,3,2,3,3,3,4.6,2.4,2.5,3.4,23,1,85
1,3,3,2,3,5,2,1,1,5,3,3,5,3,1,5,1,3,4,1,5,2,2,2,1,3,4,5,2,5,2,3,4.6,3.6,2.6,2.8,18,1,100
2,4,4,2,4,5,4,2,2,4,2,4,5,4,5,2,4,2,2,2,4,4,2,2,1,4,4,2,2,5,4,2,4,4,3.4,2.3,2670,2,70
1,4,3,2,5,5,4,-1,3,4,4,2,5,5,3,3,1,4,4,2,5,2,2,2,1,4,3,3,2,4,3,3,4.6,4,3.3,2.1,52,1,90
5,2,3,4,1,3,2,1,5,2,3,2,4,2,4,5,4,4,3,1,3,4,3,3,3,3,2,1,5,3,3,1,2,2.9,2.9,2.3,33,1,100
1,3,3,4,4,5,3,2,2,3,4,2,5,4,2,2,2,3,5,2,4,5,5,3,1,3,4,5,3,5,3,3,4.3,3.9,3.6,2.9,17,2,90
4,4,2,2,2,2,4,2,4,2,2,2,4,2,4,4,2,2,2,2,4,2,2,2,2,2,4,2,4,2,4,4,3,2.3,3,2.5,22,2,60
1,2,3,3,4,5,3,2,2,2,1,5,5,2,5,2,1,1,3,1,5,5,4,2,1,3,1,5,1,5,3,4,4.8,3.1,2.9,3,39,2,85
1,5,4,2,5,5,2,3,1,5,2,3,5,5,2,2,1,4,5,2,5,1,1,2,1,5,2,2,-1,3,1,3,5.1,4.1,2.4,2.4,21,1,90
1,3,5,4,3,5,2,5,3,1,3,5,5,2,1,2,1,2,5,5,5,4,2,2,1,5,4,4,1,4,1,4,4.5,3.3,2.9,3.9,32,1,90
4,4,1,5,2,4,1,1,5,4,1,1,1,1,4,4,2,5,1,2,4,3,2,5,2,5,2,4,5,5,1,1,2.4,3.9,1.6,2.9,20,2,60
4,1,1,4,2,2,3,4,5,3,1,3,1,2,5,2,4,2,1,2,2,4,5,3,4,3,1,3,3,3,5,3,1.9,2.5,2.8,3,37,2,98
3,5,3,5,5,4,4,4,3,3,3,3,5,3,3,2,3,3,4,3,5,4,3,3,2,3,2,4,3,4,3,4,3.9,3.6,3.1,3.5,16,1,90
1,2,3,4,5,5,3,4,2,3,2,4,5,5,2,1,2,2,3,3,5,3,3,2,1,4,4,2,1,5,2,4,4.8,3.6,2.8,3,39,1,88
1,4,2,3,2,5,5,4,5,5,1,2,4,4,4,3,3,2,4,4,5,5,3,1,1,4,1,2,5,5,5,1,3.3,4.3,3.1,2.5,16,2,100
1,4,4,2,5,5,1,1,1,5,5,2,5,5,1,2,1,4,5,1,4,3,1,3,1,5,5,5,1,5,1,4,4.9,4.5,2.9,2.5,22,2,100
